tweet_id,sentiment,author,content
1963200309,sadness,ngodsfavor87,I wanna see my mama but she hasn't called me back yet  MAMA...MAMA!!!
1963200788,sadness,iDream1,All done cleaning! Taking a break...OMG my back hurts
1963200944,sadness,RobinBurgoon,"Wanted to take a photo of the storm, but misplaced my camera!"
1963202918,sadness,LedZepeatles,Saying good bye to ronald today was difficult and sad well miss yuu!
1963210177,anger,shadez,@LimeIce you didnt even send me a nice bid  #twpp
1963211219,sadness,Crichton_Kicks,I've just realised. I won't be able to talk to any of you crazy cats on Sunday. Is sad now.
1963211278,sadness,SarahSurrender,"Sitting, wondering, &amp; wishing for a bunch of stuff that will never be"
1963211668,sadness,Scyranth,@HalestormRocks I wish y'all...unfortunately I won't be able to make it...gotta work my 2nd gig today
1963213044,sadness,sharpener,http://twitpic.com/678hs - 300 yd drive within feet of the green. 2nd time playing the hole so doesn't count though  #bcit #golf
1963213138,sadness,wench_alchemist,"@Alyssa_Milano We had a local pet store get shut down last for something like that....it's horrible, what some animals go through."
1963214275,anger,sannova,I hate tomtom. City traffic sucks
1963215074,sadness,trpilot,@luuloo  im really sorry i know wallah how u feel this life is shittttttttt
1963215140,sadness,fpudude10,lunch in the forrest ... its so baron.  fpu is so dead
1963215426,sadness,LATINQUEEN83,NO ONE...THALIA AND FAT JOE----WTF IS UP WITH TERRI....IM NOT GETN NE FUNNIES TODAY
1963216629,sadness,Lis311,"Yeah, that didn't last long.."
1963216854,sadness,sam_acw,#fieldnotes I ordered some on the 8th and they still haven't arrived. 3 weeks and still no books
1963216981,surprise,jessisabellB,@LISAAASTHOUGHTS I have to pre-order it
1963217693,anger,BrandiNicolexo,egh blah and boooooooooooo i dunno wanna go to work  HANGOVERS SUCKKKKKK Im a drunk mess!
1963218081,sadness,lovachic14,@dougiemcfly ME TOO! hehe i hate colds. totaly annoying...
1963218268,sadness,iheartnynuk,Work has really sucked the past 2 days &amp; now my 11:00 meeting on Mon got rescheduled to 9 am! That's just plain evil...i need a new job!!
1963218298,anger,tiffanyiballah,The case for my iPod Touch is literally falling apart.  So junk
1963218479,sadness,carlysha,Sad face moment of the day
1963219839,sadness,OwMyUmbrella,"Sitting in an almost empty dorm, waiting for jordan to come to take some last things and say good bye. He graduates tomorrow."
1963220900,anger,shellygrrl,is a bit tired. I blame the rain.  http://plurk.com/p/x2jc9
1963221266,sadness,iwannascrap,"@SosiP oooh...I wish I could've gone there today, too!   I know Zach was looking forward to it."
1963223882,sadness,FrasSmith,"@Zee I can't, #gravity won't let me."
1963224895,sadness,jurassicReptar,"@suzanella I missed mine, too. Not fun..."
1963224900,sadness,marsdewd,"@rebeccao372 not too bad,but I did get some bad news this afternoon, I got stopped by the police   brake lights out but it's ï¿½30 fine"
1963225083,sadness,ScottGreaves,Had a relaxing day at the park in the sun. Back to work tomorrow
1963225790,sadness,deealmanza,@MichyVasquez oh  just be careful on the road.
1963226964,sadness,anyidiot,My friend's son just got to visit Daddy after 3 yrs. Denied cuz Daddy lost job &amp; could not pay a ton of support. Kids want parents not $!
1963228342,sadness,Milatasitagirl,@2Mbs: to triste
1963229402,sadness,nursecassie,there's only one more cherry dr. pepper left in the fridge...thank God. im addicted to that stuff but it does sad things to my skin.
1963229935,sadness,Blackbarbie1988,so im super sick w/ a fever
1963231084,sadness,sketchbug,"@chrisettefan HEY! aww man, no, i didnt IGNORE YOU i just dont have mobile web. so i can only txt.  i can see you unless i'm here &gt;"
1963231447,surprise,Vanessa_bby,once i hit christian in the head with a metal bat! haha he then socked me in the eye! haha i miss being a reckless little kid
1963231462,sadness,natatybuhban,I am so hungry! And there is no food for me to steal
1963233394,surprise,seagab,noooo! @shutuppat  all summer?! I won't see your charming little face ALL summer?!
1963233637,sadness,KMD523,ughhhhhhhh i don't feel good
1963233648,surprise,supersnob,"I'm home, Yay! Unpacked everything, now just got to wash it all"
1963235438,sadness,ninjaavie89,@emzo2k9 miss u m8   we NEED tae have a catch up n that
1963266640,surprise,nieek,"Omg I just woke up after only sleeping for 3hrs, and my arm is just aching... It hurts so bad"
1963267060,sadness,lynndidwhat,@MegFitzgerald my heart hurts too.
1963270286,sadness,pure_ice,it makes me want to cry when 2 grown men discuss characters on All My Children.
1963270384,surprise,lcabada,I wonder why thumbnail pictures aren't showing up on my TweetDeck?
1963271422,sadness,HoldReview,looks like we're rained out for weekend climbing
1963271626,surprise,brie2024,I can't breathe well but turns out I'm not crazy.  Just inflammed lungs
1963273525,sadness,candacesmylie,"excited to see &quot;UP&quot; for Logan's Birthday in 2 weeks. Sad he wont have a party bc he doesn't know any kids, tho."
1963275395,sadness,UlyssesAR,Looking for food at home!.... nothing
1963275568,sadness,ltempest,I don't wanna go to work
1963276221,sadness,singingcourtney,.... So I always get left out
1963276292,sadness,iyalauren,back garden times. my feet hurt
1963276628,sadness,jackswilgafee,i used to have an ozzy osbourne pillow. my mom threw it out. i miss that thing.
1963277008,anger,miguelsolorio,I just ate some burgers from Jack In The Box and im not sure if I want to continue eating burgers
1963277074,sadness,sjdvda,"@shawin That's the problem. The earphones I get here don't last more than 2 months, no matter what brand or price."
1963277597,surprise,ksmfan,"just got back from the ER... i cut myself while trying to cook a nice lunch  3 stiches on my right index finger, talk about ouchie"
1963278132,sadness,asholigee,my phone is dead and my charger is miles away.. @T_S_R  i'll talk to you in august
1963278755,surprise,MissBadLuck,@dougiemcfly Oh no!!  Hope you get better for your show in Argentina! Good luck!
1963279286,sadness,JohnnyAbsinthe,@Eujean2 yeah
1963280124,surprise,heyykayy,working till 5....why are they playing miley cyrus on the company radio and not adele?
1963280486,surprise,captainsharmie,@nickjfrost that's what i tell everyone! their food is the WORST! no one understands my horror.
1963280865,sadness,hamaddar,@sidrajalil1132 why were you even asking others then  you should have been enjoying the sadness of missing it like me.
1963281922,surprise,Alexnesia,wow what a lovely day! Shame i have to clean my room
1963282792,surprise,soco210,why won't the kids sleep
1963283923,sadness,KaroleGubs,@MicahJosiahD i really am going to miss you
1963293697,sadness,kevskrilla,Follow @Mz5thAve cause she really shop there!!! Even though she don't be showin love no more
1963294139,anger,evilmelonlord,I want to get my braces removed sooo bad!!!!
1963295615,anger,electricmarge,I don't want to apply for jobs!!!
1963295998,anger,lexy876,"**i hate my hair hiss tee, I feel like I shuld hang out in the ghetto wid dis style"
1963296113,sadness,Doodlebug18,I don't seem to have any photos of me and my Grandma together for tomorrow. It is heart breaking
1963296289,sadness,skyste,"28deg C in here, all this tech in my room does have the major downside of a lot of heat, doesn't help its hot outside 2"
1963297235,sadness,emylwaukee,@stereophonics http://twitpic.com/6714p - well done guys! I am gonna miss the tweets!
1963297613,surprise,dawl83,@Polymath7 hey I didn't get the email yet
1963297721,sadness,ScottStevens,"failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes."
1963298944,sadness,mikeyavila,Battery is going to die!
1963300489,surprise,JacquiD,"@julia72 weird, 'cause i synced mine this morning and got the new episode..."
1963300826,sadness,Deedubau,@daynah it doesn't work with the iPhone yet   I love it for the simplicity but I need to be able to sort tasks on my iPhone to be useful
1963301381,sadness,MackNCheezey,disappointed the didnt win teh glasses.
1963301735,sadness,carnivalesq,Off to the porn store. I forgot to put Dave in my iPod.  Fail.
1963301756,sadness,kjnoaman,Well rite i gt a headache
1963302866,surprise,wchrisburcham,Looks like the #GM Bankruptcy is going to happen. This loss will help offset the gains that I had earlier in the year tax wise. Oh well
1963304624,surprise,kasrael,Holy moley! It's raining cats and dogs here! And I just got snazzified by Min at Salon Mint!
1963304669,surprise,abbybradz,"@cosRobPerkins You're the third person to ask me out on Mon afternoon ;) I'm so sorry, but I'm helping tutor my friend for C1/C2  xx"
1963305956,sadness,wickedbruinsfan,@srubin sorry to disappoint.
1963306850,surprise,SMINGLEmeBABY,@LadyLove88 seems to have disappeared out of my life
1963306960,sadness,4995songs,This sars has really got me down.
1963308203,sadness,BARBiE_BABiE,@AgesTheGreat UGH! &amp; DiDNT HiT ME UP? OK  LOL JK. WHAT WERE U DOiN HERE?
1963308678,sadness,hongxinman,i want my face to be a somatic drawing of david lanham  or i want a leopard theme his somatic theme..  im so sad..im such a big fan..
1963309177,sadness,QueenBattlezone,I am tired.
1963316372,sadness,oceantriana,I'm wishing I was outside instead of trapped in my office.
1963317439,sadness,Avas_Writer,I shrunk my favourite cardigan.  Hubby said he'd buy me a new one. I practically lived in it and it's gone. I shall say a few words ;)
1963317454,sadness,helsinkiwinner,"@BonDean Sad thing is that I wanted to work there for years, it was my dream job. Was crushed when I saw how crappy it was. Still bitter"
1963317469,surprise,kevbow7,It was sunny when I entered the sub-basement.  Now it's raining.
1963317624,sadness,besbev,"Yep, @CAndymanTK9772. Sleep-fail. In another 7-8 hours, it'll be D&amp;D-fail."
1963320899,sadness,katejcrowley,"@angiemartinez me too.  I was in Florida last weekend for the rain.  Came back home to RI, rain.  Terrible"
1963321218,surprise,AmberClare,@LADollz  buy yay for your shoot...hope it goes well!  What is it for?
1963321469,anger,bridgetbean79,@kristanmarie at least you dont have quad parking haha two cars drove by real fast and spashed mud all over me
1963321779,sadness,Warm_December,"...return my joy cos I'm so  Tired, tired of me Inspire the weary eyed to see the Ire and Irony..."
1963323725,sadness,michdulce,officially misses Quark.  huhuhu! i had no heart hand partner and no one to dance with tonight! come home so... http://plurk.com/p/x2k1z
1963325012,sadness,gardnerscot,@zwriter Your missing qualifying  I think David Reutimann is leading with a 22.96 ....
1963325663,sadness,TraceyHewins,@OliverPhelps have a good time!! Sadly that means I'm probably gonna have rain
1963325670,surprise,thischickNaE,@PKChin morning dad!! i had the weirdest dream some marines shot terrorists in the throat... no i didnt find the key yet
1963326035,sadness,EmaJM,&lt;i&gt;Waiting For Natie to come online I miss him
1963327262,sadness,ICYUNVAngela,UGH... I am soooo drag assing today  but on a brighter note I got my G1 update &amp; it is the biznesssss!
1963330222,sadness,melbelina,havent been on here in ages  sorry twitter.. tweetdeck is broken
1963330577,sadness,heyitschrisbeck,"(cont.) Small children are not puppies. And cleche sarcasm is so annoying. Bcreative, but then again, that's too harrd"
1963331407,anger,DJEROCKSF1,Delayed flight  San Diego to Las Vegas. Why do delayed flights feel sooooo damn depressing!
1963341215,anger,rsharath,The new resigned cricinfo : http://tinyurl.com/mxlcuvI hate change
1963341856,sadness,dittiman,no one to go see Tiesto with
1963342674,sadness,KC3785UK,Watching Dr. Phil's special on same-sex marriage. It's sad how ignorant some people are
1963342706,surprise,princesssince82,Trying to stay awake  Anyone have any tips how to keep yourself awake @work?
1963343021,sadness,Spano_5,this sucks schools over and there is nothing to do
1963344519,sadness,Lulu_Lime,i feel like a fish. im in a big glass car dealership looking out to a world of people walking by having fun in the sun  and im stuck here.
1963346064,anger,Gansiito,This chair is not comfortable at all
1963346526,anger,lyndann,i have become my mothers slave.
1963347629,sadness,Leisel7,I'm at work....bored out of my mind.
1963348311,surprise,TayLanzet,with red who is blue
1963350222,sadness,kimbarweee,"why did i sunbathe today  i look like a lobster, i feel like someones burning me alive!"
1963350486,anger,PrincessSakura,"sooooooo NOT happy, wattching disney channel....rubbish rubbish rubbishhhhhh, didnt get my jonas 3d poster  the dude wasnt there but im.."
1963350545,sadness,Hyper8,@eddieishere can only walk on streets as am in london town....no fields
1963350554,sadness,squil,no #thedailyshow this week
1963350616,anger,leo712,Wating to get my hair cut before prom. It sucks people screaming instead of talking.     Probably going to be wating for another hour  ...
1963352680,sadness,miasmom1,Why does flickr no longer recognize my e-mail addresses.  I can't log in.
1963353091,sadness,Coffeecurls,OH NO ZOMBIEPIX DON'T FOLLOW ME ANYMORE... NEED SOMEONE TO CHEER ME UP
1963353114,sadness,markmuststop,Last day of work. Taking myself off of all these shared googledocs... actually kinda getting to me
1963353128,sadness,armadataylor,sitting at the chevy dealership in utah waiting for the van to be fixed
1963353778,anger,vanhalyn,My day on the computer is about to end. Dang. I hate not being allowed on the computer.
1963363246,sadness,JaclynnAshley,@LiveFreeT  awww that's sad...
1963363339,surprise,ehuff09,Omg i got a black eye from a deck of cards i choked on laffy taffy and i am officaly done with school.. Sad now
1963363523,sadness,Jpbartz1,@CrypticIrnAngel Sad  nothing.
1963364396,sadness,letsgotilsim,"im very tired,bored and sad.what a great evening!"
1963364416,sadness,WALDO07,would love to say TGIF but working at 6am tomorrow
1963364664,trust,_milquetoast,"the scrubs finale was beautiful, just so so perfect. can't believe they're gonna do another season"
1963364867,sadness,assilemx3,mad traffic
1963366437,surprise,MacaJonas,"Everyone's allergic to Poison Ivy; i know it guys, me too. L, you can't change, and me neither, so...i guess it's enough"
1963367009,sadness,SeanStahursky,is working until 11 tonight  http://plurk.com/p/x2kbv
1963368299,sadness,musiiicbox,Im bored   -musiic[BOX]
1963369509,anger,rsharath,The new resigned cricinfo : http://tinyurl.com/mxlcuv I hate change
1963370009,sadness,rachaelleex3,But i dont mind the long line when theres a super cutie in front of me. Too bad he's wearing a gay bracelet with a girls name on it
1963371028,surprise,Happy_Skittles,No betta nest  I think despite the heater it gets too chilly at night
1963371041,sadness,vickieh,Loved the sun today. Did not love a black suit and black top plus 6 trains/tubes to get to my meeting and back  Need to shop for summer
1963371191,sadness,Mishy_B,Dane Cook is at the sports arena tonight. Wish I had tickets
1963371374,sadness,BendyWalker,What the fuck!? It's only 20:35!!? Oh my GOD! My internal clock really IS fucked up. Nooooo.
1963371516,anger,leighalexander,@theECA i think that violates my noncompete
1963372420,sadness,LeLessi,I'm gonna cry    I went bad at my History test ! I really hate History  !
1963373155,anger,lil_Anthony,"Not smoking sucks sucks FUCKING SUCKS, I want a cig"
1963373302,sadness,iPodBetaTester,"Beta 5 of 3.0 expired today, back on 2.2.1 until the public release. I miss it already"
1963373647,sadness,thfanvee,So Chicago is pretty much sold out of tshirts now
1963373748,sadness,shouldaj,"WOW, i AM REALLY MiSSiN THE FAM(iLY) TODAY. BADDD."
1963374233,sadness,ErinnAnnah,really am sorry becauseI was looking forward to it.. thought itd be fun  and u wanted to hear it.Iowe u a beer.
1963374353,sadness,Wemblore,"I miss my Nipissing pitas  Good thing we've got a Euphoria in Barrie, 'cause I would never survive summer without my pitas AND smoothies!!"
1963375138,anger,rsharath,The new redesigned cricinfo : http://tinyurl.com/mxlcuv I hate change
1963375194,sadness,nazak94,@SapphireElia If its sunny go to the beach! Im stuck at home doing essays when its 20 degrees
1963375702,anger,heyycassy,EVERYONE VOTE FOR MILEY CYRUS FOR THE MTV MOVIE AWARDS BECAUSE I CAN'T THAT DOE'T WORK AT ME I'M #FRUSTRADED :@
1963384039,surprise,SLotH13,The beer buzz is almost gone.. The world has become complicated again
1963385024,surprise,TayCase,where is everyoneeeeeeeeee ?
1963385525,sadness,elmoszxworld,"omg! taylor and selena broke up  sooo sad, aw i think i actually like selena now. poor gal."
1963385538,anger,hello_charlotte,being surrounded by student houses having barbecues and playing shit music is hardly conducive to a good job-applying frame of mind
1963385889,sadness,RichterFit,friend got mugged this morning
1963386097,anger,bartonbishop,Headed to Parking Facilities to turn in permit renewal. Not being across from the breakroom means I check snailmail once a month.
1963386412,anger,bella_cullen_4,@Esme_Cullen8 i hate the rain *laughs*. thanks *smiles* i miss her loads i couldnt stop crying before
1963386797,sadness,IsaacBahney,family comes. probably won't be on this weekend
1963386907,sadness,PMGNicole,I have to give up my beloved Red Sox tickets!! Argh! Meeting was just scheduled in CA...
1963387530,sadness,mcflyellie,@billiemcfly she said no not to nite  x
1963388114,surprise,quantumspirits,I learned that people are very greedy when it comes to freebies.I left toys out for freecyclers and one person tried to take it all.
1963392581,anger,wandaurias,@juicy2009 &amp; I got too much work to do
1963393063,sadness,fairyrings,at home and sick    http://yfrog.com/17zw1j
1963393116,sadness,akshayas,House Hunting was a PAIN! House Shifting is a SUPER PAIN!! Packing never seems to end  I can't even Imagine Unpacking :-P
1963393605,sadness,DaleyAFC,Another Friday night in. Man being skint is rubbish.
1963393799,sadness,mishka6,"@realdawnsummers haha, because I'm at &quot;work&quot; and can't read anything"
1963394955,sadness,tocotronica,"God, I'll miss my bf so fuckin' much!  It's only 2 months now *snï¿½ff*"
1963395142,sadness,Bekahpie,I knew Listening to Miley cyrus In The morning was a bad idea!
1963395345,sadness,sparklingly,omg maddie in holby is dead. Gutted. loved Nadine lewington and really wanted Maddie and Clifford to get together
1963396447,sadness,gabrielavalente,"@zacofficial  i don't have twitter on my phone, it's sad"
1963397473,anger,JiMMiELOVEE,ummm. no it didnt work so i guess im stuck with this uglyonee
1963397621,sadness,CheetahNoir,Awww my daddy! Got in a car accident! Pray for him! He's shook'n up a lil!
1963397839,sadness,pandamans,Just found out one of my coworkers that I actually like is leaving.
1963407162,sadness,missbeccax3,"i wish i was outside  thats the only thing thats gonna kill me about work all day, everyday during the summer."
1963407563,sadness,emahollie,it was actually so hot today ..the sun has got his hat on . every one has got a tan except me
1963407908,sadness,angelzeus,@Avas_Writer aww no which one?
1963408013,sadness,heyycassy,@mileycyrus sorryyy milerz that i can't vote i would love to vote but it doesn't works i'm sad  and very frustraded  :@ :@ --__--
1963408759,surprise,tabyyy,@__SANDY i dont know! they sent out emails using my account about random stuff i didnt even understand i changed all my passwords
1963408939,anger,Koding,@lizacosta Agreed...this time of the year we should change the motto to &quot;The Soggy State&quot;...my backyard looks like a swimming pool
1963410413,sadness,PrincessNene08,I wont be taking my test until 06/27/09
1963410427,surprise,Stylerep,I've been to Best Buy &amp; Target and still no Electrik Red album! I'm loosing hope..they've never even heard of the girls
1963411064,sadness,rbjclothdiapers,@glennbeck My husband is loosing his GOVERMENT job due to downsizing-he is looking for a new job but can't find one in our small town
1963412868,sadness,Cpt_Oblivious,"@sky14kemea Yea, us 3 and Max @jenrolton Poor Trivun"
1963412967,sadness,Natassia44,Gonna miss my gurl while shes on her honeymoon
1963413939,sadness,virtualizemos,Have somebody installed vCenter Server 4 on Windows 2008 x64 w SP2?  SP2 is not in the compability matrix
1963414319,sadness,david7890,So hyped about E3. I wish I could go...
1963415485,sadness,manutd4evr,"ouuuuuuuuuchhhhhhhh, still hurting from the Barca spanking"
1963415544,surprise,weecoco,"Warning tweeting while ridding a Bike is dangero, waaaaaaa!!! *crash*"
1963415915,sadness,daftapeth,@latinamarie She's the ruddy manageress - 2nd bad job from her. I can never find a good place beyond 1 or 2 cuts
1963416224,surprise,maribelm,@laurarenee411 I'm so sorry!  I saw it too and it shocked me to the core.
1963416833,sadness,AngryChad,"@BoHeMyth: Very interested. However, low carbs for the next month means no beer for me"
1963418007,sadness,mrlondoner,fun times. just broke my usb stick.. like literally broke it..
1963419502,sadness,arianamarieee,i neeeeed plans. no one can hang out tomorrow. booo.
1963420529,sadness,karl_goddard,god... im suffering greatly... having no hair + sitting in blazing sunshine = v v bad sunburn
1963420721,sadness,hyper_baffoon,haha aww ok now back to bionomial expansion  ugh! joy
1963421335,sadness,thepurplediva,@Jennifalconer would like to swap...i'm sitting with 3 grumpies
1963421835,sadness,Ally12bd,"@Kellz95 is making cupcakes and says i can't have any  kelli, you're a bad sister."
1963421903,surprise,Mintmark,"wow! ever notice that some twitters have thousands of followers, yet they only follow a handful (actually, less than two hands) of peeps."
1963423362,sadness,NiniLouise,Nice days like this make me miss Alki
1963423737,sadness,christinewhuang,@Kenzonian Yes I do! And I'm still almost at my Gmail storage ceiling! ARGH! I am being FORCED to delete stuff.... or buy more space.
1963424570,sadness,moneygirlz,mom just woke me u[p and i am so mad i was dreaming about  shoes  she whants me to go to the river it is so stupid
1963424592,sadness,candireign,@brran1 Hey you! Did you ever pre-order your Sims 3? I'm so sad Im too poor to get it right now
1963425102,anger,Xyense,I just told the people that matters the most to me to just leave me alone... I fucked up again.
1963425413,sadness,JarrethHunt,I hate car places  &lt;Jx&gt;
1963426560,sadness,ShadiFareed,@Just_Cal Work or...(hehe mind in the gutter)! I'm sittin here doin this student loan thing.
1963426965,sadness,csn_al,"Ditto that, my friend...BORED! Oops, now I have an exciting problem"
1963427570,surprise,McHottieGirl9,Blinded again
1963427633,anger,buche06,i got locked out my carrrr  had to call a lock smith. - $35.00
1963451727,anger,mrs_mcsupergirl,"@FreyaLynn damn, for reals? wtf"
1963452062,surprise,Miekxx,oh no! my fun weekend with friends is gone! my mother has made a family weekend of it!  Damn
1963452372,sadness,pinkgoddess,"So disapointed,good Evans,  they sound really bad, so out of tune  #britainsgottalent"
1963452766,sadness,Schlotto,@tmg25 i tried to help
1963453032,surprise,alexissantos,"Good thing is: They have a computer. Bad thing is: It blocks ALL VIDJAGAME SITES! Yes, even VGTribune.com is blocked!"
1963453137,anger,alisonmrose,Bubbletweet hates me
1963454052,sadness,emkizzle,soo sick. i hate my life
1963454728,sadness,SheriffKevin,@omgamandanicole i dedicated that song to my VW when i sold it
1963455027,sadness,cpi013,Well - looks like Hurdle is out.
1963455101,sadness,traydadiva,"unopened pack of goat cheese starin me in the face. starving, din not til 6"
1963455363,surprise,Michelle_Moore,"@execbp mmmm now you're speaking my language! (Unfortunately, in militant diet mode-am seriously thinking of  competiton-so no TB I guess"
1963457379,sadness,charliebrand,Editing video in the van. I'm a little hungry and depressed that I didn't see Up yet.
1963458338,surprise,REWARD82,@tinkypen are you all going without me
1963459762,sadness,_Abhishek,Friday Night and working
1963459933,sadness,MBL,@nkeathley tried to join the chat but the site would not let me sign in
1963461143,anger,thepurplediva,#BGT  Piers shouldn't have buzzed when the little girls were singing
1963461201,sadness,DeadGuyWalking,Just lost Internet.  And I was in a raid for 25 OS.
1963462651,sadness,seacow,Comp. Mental Health wouldn't take me. Samuel Rogers center in the city gave me appt. On June 8th. I have 2 days worth of pills left  &lt; ...
1963462721,anger,JoAnneRowney,in a bad mood now  annoying when its sunny
1963463640,sadness,anika_2305,"@KiwiiKink was it for the vma's? i guess so.. also wanna go to london in june for demi lovato concert, but no one's going with me"
1963464350,sadness,stacinskeep,"is having a profitable day!  Looking forward to Sunday...gonna be a great day -- sad, too, because it's the 5th graders last day!"
1963464620,sadness,devlzadvoct,@Kelly_StrayCat I sorry!!  Me no like when people I like don't feel well. Your tummy?
1963465314,sadness,izzlesweet11,still freakin out about missing the game!!!  #jonasnewsongs
1963465378,sadness,nhhorton,Mower shopping
1963465726,sadness,princessjupiter,I sometimes feel like the only person in the world without an iphone
1963465869,anger,Kirstyy09xX,@carolinejjordan are you on about BGT im not watching it tonight i cba  my mates where on it on tuesday  xx
1963465928,sadness,LukeAlbert,I burnt my arm.  (just thought you should know)
1963473694,sadness,krystalnichole,twitter is trippin right now with my pic
1963473872,anger,xkathyxrocksx,@SavingAmalthea that sucks
1963475698,surprise,robpark,"&quot;Updating Maven Dependencies&quot; I know this is a good thing, but would be better if it happened when I was asleep"
1963478525,sadness,BrooklynHolb,@JeremyBeguhn have fun without meee.  i'm going to missss youu
1963478732,anger,xstephngx,@mmsanwar I hate how I won't see you ever again and especially next week because I won't have anyone to go yum cha with
1963479357,sadness,tocotronica,"@random_nexus he has to have a new suitcase, but he is just so bloody indecicive, everytime he wants to buy something it takes HOURS"
1963479877,sadness,thatdudeyousaw,My Blackberry's got a fatty (battery)  guess we're kinda in the same boat huh @laurensanchez ?
1963479970,sadness,LindseyHearn,Gotta work.  Lonely weekend ahead.
1963480491,surprise,JediDJ,Loll whats boyfriend #2 supposed to mean then? @cathyweeeen its to cold
1963481173,sadness,dulcecheeks,@LiveFreeT because your mean to me and it makes me sad!
1963482219,sadness,siofraxxx,i didnt get paid this week  roll on tuesday
1963482523,sadness,afanasov,@eprussakov ohï¿½ unfortunately not
1963482799,surprise,AllFlippedOut,Cut my thumb with the saw in small metals   again...
1963484466,sadness,sampan22,@gillianre i can barely walk- they're twice the usual size  @ least its now&amp; not in NY ;) ive requested my song;) u retquestin owt 2nite?X
1963485572,sadness,crystal_dunn,@iheartreading hey sorry i just got the tweet about the puppy... and someone already got it
1963486836,anger,AtypicalPsyche,@ coming to work w/ a rag on your head.
1963495610,sadness,b3ni,Steve Aoki  sorry. May b nxt time.
1963496176,sadness,smurfpop,I'm dreading hearing even worse news tonight
1963496439,sadness,Ricadym3diva,SEe waT I Mean bOuT FoLL0w fRiiDaYs... It'S cALLed LoSe f0LloWeRs FridAy... smH
1963497011,surprise,dyellagurl,@MishGoddess not but I went to his page and it made me hungry
1963497979,sadness,mskeribaby,In Seattle Washington....im SOOOOO hungry&amp;i miss alaska
1963498214,sadness,bigbluebarry,@ottosdaughter sorry to hear that
1963498385,surprise,peejles,omg...did I just see a tweet from Miss Bonnie??? amazing...my phone died yesterday...and oster has alltel  I miss you
1963498476,sadness,jockienshemz,FJGKFLD;'Sdh WHY AM I NOT AT HOMETOWN DAYS WITH MY FRIENDS.
1963498716,anger,kirstyrawr,@Fletcherrrr awk thats shit  why isn't she coming?
1963498848,sadness,TaraHussey,@ZeenaBoBeena im sorry. I fail.
1963499556,surprise,MJFinkel,Jamies Free Views Dead
1963501251,sadness,JB59_725,"@MandyyJirouxx MANDY!!!  IT WON'T LET ME VOTE  I WANT HER TO WIN BUT I CAN'T HELP, I AM GONNA JUMP OFF A BRIDGE (KIDDING) BUT THIS SUX"
1963502838,anger,LaurenERL,@marcosrivera08 I am very angry at this information Marcos!!!!!!
1963503284,sadness,thunni,@CASHRIC I MISS U CEDDY
1963503829,sadness,pne002,So bored..need friends
1963504603,sadness,dherren,Sitting in the tax collectors office.    Getting ready to write a check.
1963505620,sadness,thedonkeyspot,Its raning!!! -_- really bad
1963506104,sadness,ROBlN,Of course it rains five minutes after i finish watering the flowers. It took me half an hour to water all of them too.
1963506160,sadness,casbith,"Hummmmm..... ohh  i miss you so much!!! realy, but i hope you have a nice friends, like us :]"
1963507592,sadness,oneangrytoast,"ugh, i was so hungry i scarfed my lunch before i even thought to take a pic.   #feastfriday"
1963507999,surprise,lkmeister,They gave me a regular coke instead of diet. Really??
1963509357,anger,Doulamama,"@doudoubebe There are 3 other Drs. in the office and only mine does this  It drives me nuts, especially when it is an appt. for my kids."
1963514879,sadness,hey_molly,No show tonight  No plans. Ughhhh.
1963515186,sadness,xMissNatashax,Off to take a math quiz...on a friday....booo
1963515373,sadness,Dreamyeyes,@Noufah aaaah I swear I took it by mistake  it was somehow attached with the charger -_- apparently it needed break from U huh!
1963516547,anger,JustSayErin,"Ugh, i hate waiting in airports. I couldn't find a seat near an outlet either."
1963517221,sadness,bbSTEPHANIE,@ThatKadyGirl every day of my life lately.    i feel ya girl &lt;3
1963518767,sadness,Caelsa2009,i want to see my bud mel  miss hur loads
1963521132,sadness,LDinSTL_Chimera,Bad week for connectivity...Arlington Panera wifi sucks. Maybe head to Legal Seafoods at airport. Dang...missing Metaverse U stream.
1963522261,anger,chelseaftw,hates not having money  roll on payday!
1963523594,anger,ChainsawRaven,"@snowgirlsungirl I am sure every office has them. Men and women with no capacity to realize they should SHUT THE UNHOLY FUCK UP, Christ"
1963524251,sadness,LittleMissRuby,@mattdavey2 not happy
1963524886,sadness,joemsak,@leslie_pearlman  mow love mow
1963525231,anger,estep946,Ummm I'm really f*cking annoyed that my computer won't let me get on facebook. every other site known to man--yes-- facebook-- no
1963525808,sadness,penzo,@veronica78 Oh noooo that sucks  Did you reschedule for another show?
1963526370,sadness,sig_rach,"just spent the day with Bridget and a small thing that got wind and farted a lot - oh yeah, her baby! Now slightly broody!"
1963527825,anger,CaribbeanSun,I've come to the conclusion that lemongrass chicken tastes like lysol -  so much for lunch!
1963527997,sadness,Anglishia_11,I wish I was going to see @patmaine @johnmaine @garrettmaine @jaredmaine @kennedymaine today!! I'm sad I dont
1963528002,anger,wwanderson,dammit - I slept in; now I have even less weekend to enjoy  - off to Azeroth bbl!
1963529146,anger,star13lp,id be happy thats its friday if i didnt have to work tomorrow  blah
1963529425,sadness,amyestrada,traveling to L.a to see my grandpa in the hospital...another road block for my family to cross....
